Genes	KOG
Glyma.02G236700	J
Glyma.14G205500	J
Glyma.01G229700	A
Glyma.20G241900	A
Glyma.11G012500	A
Glyma.05G168900	E
Glyma.13G312100	A
Glyma.08G362900	G
Glyma.18G299100	G
Glyma.05G199800	G
Glyma.17G138600	G
Glyma.05G056400	G
Glyma.18G253900	K
Glyma.18G253900	U
Glyma.09G089400	K
Glyma.09G089400	U
Glyma.01G119400	R
Glyma.03G055500	R
Glyma.18G203800	R
Glyma.07G152700	R
Glyma.07G073300	A
Glyma.10G170500	O
Glyma.16G016200	A
Glyma.07G047700	A
Glyma.11G152600	A
Glyma.04G139900	A
Glyma.17G200800	R
Glyma.11G174910	R
Glyma.14G132300	R
Glyma.11G172819	R
Glyma.17G200200	R
Glyma.17G189600	R
Glyma.11G172610	R
Glyma.13G131900	E
Glyma.10G044300	E
Glyma.18G015500	V
Glyma.11G241500	V
Glyma.02G190700	G
Glyma.10G105900	G
Glyma.15G249000	R
Glyma.13G259100	R
Glyma.10G128800	G
Glyma.08G137200	C
Glyma.07G152200	C
Glyma.18G203300	C
Glyma.01G163200	A
Glyma.13G293900	A
Glyma.16G128200	A
Glyma.02G057000	A
Glyma.06G115000	H
Glyma.02G299600	L
Glyma.10G048300	L
Glyma.11G021300	L
Glyma.13G136100	L
Glyma.11G238100	S
Glyma.18G019200	S
Glyma.09G004200	E
Glyma.12G193000	E
Glyma.11G151288	E
Glyma.17G012600	E
Glyma.13G003900	G
Glyma.20G065600	G
Glyma.13G187300	R
Glyma.09G270100	I
Glyma.05G221700	I
Glyma.18G220000	I
Glyma.08G028200	I
Glyma.13G004900	I
Glyma.11G133500	J
Glyma.15G206400	G
Glyma.13G155800	G
Glyma.17G103500	G
Glyma.15G206800	G
Glyma.17G076100	G
Glyma.17G217000	G
Glyma.03G155000	A
Glyma.19G157200	A
Glyma.05G211800	D
Glyma.05G211800	A
Glyma.08G018100	D
Glyma.08G018100	A
Glyma.03G236100	L
Glyma.03G236100	D
Glyma.19G233800	L
Glyma.19G233800	D
Glyma.07G170000	S
Glyma.10G027400	S
Glyma.07G143100	O
Glyma.15G018200	K
Glyma.07G026400	J
Glyma.06G020600	R
Glyma.20G105900	R
Glyma.10G203700	R
Glyma.10G283800	R
Glyma.04G020500	R
Glyma.01G097700	O
Glyma.15G061000	O
Glyma.13G253900	O
Glyma.08G273300	O
Glyma.11G009100	I
Glyma.01G233700	I
Glyma.11G074800	S
Glyma.01G168600	S
Glyma.04G076300	R
Glyma.03G207000	I
Glyma.19G204500	I
Glyma.02G230100	R
Glyma.14G196400	R
Glyma.14G196900	O
Glyma.19G194950	O
Glyma.13G198500	O
Glyma.19G131800	O
Glyma.03G129600	O
Glyma.08G052400	O
Glyma.18G258500	O
Glyma.10G195200	O
Glyma.09G239300	O
Glyma.03G196400	O
Glyma.15G236700	O
Glyma.19G021300	O
Glyma.20G181300	P
Glyma.10G209300	P
Glyma.03G018500	P
Glyma.07G079700	P
Glyma.16G094500	Z
Glyma.10G136400	Z
Glyma.08G264402	Z
Glyma.03G257300	S
Glyma.19G255600	S
Glyma.11G010800	K
Glyma.01G228100	K
Glyma.12G018000	K
Glyma.11G091900	K
Glyma.04G234900	T
Glyma.06G129650	T
Glyma.19G177100	E
Glyma.03G176400	E
Glyma.14G014300	K
Glyma.02G299400	K
Glyma.19G205200	U
Glyma.19G205200	Y
Glyma.03G207900	U
Glyma.03G207900	Y
Glyma.02G211300	F
Glyma.20G226300	F
Glyma.14G178900	F
Glyma.10G163700	F
Glyma.02G288800	A
Glyma.14G026000	A
Glyma.16G046400	T
Glyma.07G168600	T
Glyma.18G040900	T
Glyma.16G148600	T
Glyma.13G195300	T
Glyma.07G165000	T
Glyma.11G215700	T
Glyma.08G055800	T
Glyma.02G244100	T
Glyma.09G173400	T
Glyma.11G155900	T
Glyma.02G084600	T
Glyma.08G045200	T
Glyma.05G238100	T
Glyma.04G135000	T
Glyma.09G117600	T
Glyma.14G213400	T
Glyma.02G067500	T
Glyma.07G104200	T
Glyma.10G195900	T
Glyma.15G233700	T
Glyma.04G002200	R
Glyma.10G156300	L
Glyma.06G046300	Z
Glyma.17G235100	Z
Glyma.14G089009	Z
Glyma.04G045600	Z
Glyma.09G010000	G
Glyma.17G099300	K
Glyma.14G132600	S
Glyma.11G175328	S
Glyma.17G201100	S
Glyma.19G233400	I
Glyma.09G195000	I
Glyma.16G110900	I
Glyma.03G235600	I
Glyma.14G028300	I
Glyma.12G163500	I
Glyma.02G286500	I
Glyma.06G220300	I
Glyma.17G150200	R
Glyma.20G234300	R
Glyma.10G154000	R
Glyma.02G286600	L
Glyma.05G097800	R
Glyma.17G167200	R
Glyma.12G016500	G
Glyma.17G251900	G
Glyma.04G030600	G
Glyma.14G073100	G
Glyma.11G108900	G
Glyma.03G181900	G
Glyma.15G240800	G
Glyma.14G193500	G
Glyma.02G245800	G
Glyma.03G169300	G
Glyma.02G120300	G
Glyma.16G200600	G
Glyma.12G051800	G
Glyma.03G074800	G
Glyma.09G148900	G
Glyma.15G029800	G
Glyma.13G263400	G
Glyma.13G263300	G
Glyma.20G213300	G
Glyma.01G062100	G
Glyma.10G041400	G
Glyma.11G127200	G
Glyma.13G120200	G
Glyma.03G169400	G
Glyma.09G266300	G
Glyma.02G226600	G
Glyma.20G153900	G
Glyma.10G240800	G
Glyma.20G019800	G
Glyma.10G176900	G
Glyma.13G344500	G
Glyma.10G034000	G
Glyma.13G128300	G
Glyma.01G109700	G
Glyma.13G130200	K
Glyma.10G042900	K
Glyma.09G152600	R
Glyma.11G104200	L
Glyma.12G029200	L
Glyma.10G239200	T
Glyma.01G054300	S
Glyma.10G116500	S
Glyma.02G112800	S
Glyma.08G302600	R
Glyma.18G116900	R
Glyma.12G006200	D
Glyma.09G230400	D
Glyma.03G144100	S
Glyma.20G247200	S
Glyma.10G296500	S
Glyma.11G184601	D
Glyma.11G184601	T
Glyma.13G314900	A
Glyma.13G314900	K
Glyma.12G186600	A
Glyma.12G186600	K
Glyma.19G188500	J
Glyma.20G166300	S
Glyma.10G225500	S
Glyma.13G269900	H
Glyma.08G176800	C
Glyma.15G056200	C
Glyma.02G273000	J
Glyma.02G273000	D
Glyma.14G045600	J
Glyma.14G045600	D
Glyma.06G115500	L
Glyma.15G268400	H
Glyma.08G157800	H
Glyma.02G128300	I
Glyma.12G081900	I
Glyma.13G361400	R
Glyma.15G012500	R
Glyma.08G203400	O
Glyma.07G018400	O
Glyma.07G242500	T
Glyma.08G044900	T
Glyma.09G183100	T
Glyma.05G237800	T
Glyma.17G031700	T
Glyma.07G093100	T
Glyma.20G113400	S
Glyma.10G276300	S
Glyma.01G223500	S
Glyma.10G127000	S
Glyma.09G251100	S
Glyma.18G241400	S
Glyma.09G247900	P
Glyma.18G244900	P
Glyma.09G015500	P
Glyma.11G078100	O
Glyma.01G165100	O
Glyma.16G126300	O
Glyma.02G046900	O
Glyma.05G075900	S
Glyma.10G014200	S
Glyma.12G001600	S
Glyma.08G239400	S
Glyma.16G207600	U
Glyma.09G156800	U
Glyma.19G065700	U
Glyma.08G333100	U
Glyma.18G073700	U
Glyma.14G211600	R
Glyma.02G241900	R
Glyma.20G238500	S
Glyma.10G149900	S
Glyma.02G064500	S
Glyma.10G212100	S
Glyma.16G145700	S
Glyma.12G021100	H
Glyma.11G094700	H
Glyma.01G227400	H
Glyma.08G049300	R
Glyma.05G241800	R
Glyma.08G042200	S
Glyma.05G234700	S
Glyma.09G067100	S
Glyma.13G107500	S
Glyma.15G173000	S
Glyma.17G051800	S
Glyma.08G111900	R
Glyma.05G154100	R
Glyma.05G136000	R
Glyma.08G085800	I
Glyma.09G119200	I
Glyma.05G131100	I
Glyma.08G035500	R
Glyma.06G291600	F
Glyma.12G114500	F
Glyma.20G020300	O
Glyma.07G222400	O
Glyma.10G040000	O
Glyma.08G167200	R
Glyma.15G260100	R
Glyma.06G027900	K
Glyma.04G027700	K
Glyma.05G083300	K
Glyma.07G131200	K
Glyma.18G179600	K
Glyma.03G178900	K
Glyma.01G011100	O
Glyma.09G210000	O
Glyma.19G101000	C
Glyma.02G065500	C
Glyma.16G050200	C
Glyma.16G146600	C
Glyma.12G049400	R
Glyma.06G155800	R
Glyma.04G210200	R
Glyma.19G222100	S
Glyma.08G087700	S
Glyma.05G133200	S
Glyma.02G059500	S
Glyma.03G119200	S
Glyma.19G080800	S
Glyma.16G065900	S
Glyma.01G178800	S
Glyma.11G063400	S
Glyma.16G142300	S
Glyma.19G055100	S
Glyma.11G235500	R
Glyma.15G127800	R
Glyma.13G291000	R
Glyma.13G096400	R
Glyma.12G210300	R
Glyma.10G191200	R
Glyma.04G191700	R
Glyma.08G134300	R
Glyma.01G202000	R
Glyma.20G199100	R
Glyma.06G174200	R
Glyma.05G177000	R
Glyma.11G040900	R
Glyma.11G040800	R
Glyma.08G014400	R
Glyma.05G207700	R
Glyma.18G021400	R
Glyma.19G228100	R
Glyma.13G234900	J
Glyma.15G078000	J
Glyma.18G024800	J
Glyma.11G232500	J
Glyma.11G142700	J
Glyma.14G119400	J
Glyma.13G187100	O
Glyma.09G242700	O
Glyma.18G252000	O
Glyma.07G190200	R
Glyma.15G030800	R
Glyma.13G343500	R
Glyma.18G002700	R
Glyma.11G254400	R
Glyma.16G096000	O
Glyma.16G149500	S
Glyma.17G227100	S
Glyma.14G097400	S
Glyma.04G052700	S
Glyma.12G030100	S
Glyma.06G159100	S
Glyma.11G255400	S
Glyma.05G196600	S
Glyma.16G003900	S
Glyma.12G168000	S
Glyma.14G033700	S
Glyma.04G206500	S
Glyma.04G005200	S
Glyma.02G068000	S
Glyma.05G153000	S
Glyma.06G005000	S
Glyma.02G280800	S
Glyma.06G053100	S
Glyma.11G123600	S
Glyma.11G102400	S
Glyma.12G048200	S
Glyma.06G141500	J
Glyma.11G164500	I
Glyma.18G057700	I
Glyma.18G071100	U
Glyma.08G336000	U
Glyma.11G029800	K
Glyma.08G332300	O
Glyma.09G096300	O
Glyma.13G308100	O
Glyma.12G194500	O
Glyma.06G015200	O
Glyma.12G100300	O
Glyma.06G303600	O
Glyma.20G223800	S
Glyma.01G003500	S
Glyma.10G161000	S
Glyma.17G230100	S
Glyma.04G050700	S
Glyma.05G222800	S
Glyma.07G128400	S
Glyma.14G093600	S
Glyma.08G029700	S
Glyma.06G051500	S
Glyma.18G195500	O
Glyma.07G144300	O
Glyma.02G247300	S
Glyma.15G148300	S
Glyma.09G044600	S
Glyma.14G068900	S
Glyma.02G225500	R
Glyma.14G192300	R
Glyma.03G076500	R
Glyma.01G110900	R
Glyma.03G146100	S
Glyma.09G109200	S
Glyma.19G149300	S
Glyma.02G171100	S
Glyma.16G155600	A
Glyma.02G074100	A
Glyma.13G213000	F
Glyma.19G193700	F
Glyma.03G193800	F
Glyma.20G000200	F
Glyma.13G212900	F
Glyma.17G021400	F
Glyma.07G253000	F
Glyma.09G285900	F
Glyma.12G083200	S
Glyma.11G191100	S
Glyma.12G242500	R
Glyma.04G257200	R
Glyma.08G170200	O
Glyma.17G067500	S
Glyma.13G093000	S
Glyma.05G228500	G
Glyma.09G004300	G
Glyma.07G261400	G
Glyma.04G083100	G
Glyma.01G146300	G
Glyma.09G193800	G
Glyma.15G108400	G
Glyma.08G035400	G
Glyma.11G075000	G
Glyma.11G194300	G
Glyma.11G194200	G
Glyma.17G052700	G
Glyma.07G031700	G
Glyma.12G167400	G
Glyma.17G115900	G
Glyma.16G003500	G
Glyma.13G106600	G
Glyma.13G168200	G
Glyma.01G168400	G
Glyma.15G009500	G
Glyma.12G079700	G
Glyma.08G211100	G
Glyma.18G251400	R
Glyma.20G246700	R
Glyma.09G243200	R
Glyma.03G110300	R
Glyma.07G114600	R
Glyma.17G064000	S
Glyma.13G096100	S
Glyma.10G041500	G
Glyma.04G232300	R
Glyma.07G064600	H
Glyma.09G254700	H
Glyma.08G179200	R
Glyma.15G053300	R
Glyma.15G115500	G
Glyma.06G218300	G
Glyma.04G009800	G
Glyma.09G011100	G
Glyma.07G266200	G
Glyma.06G009800	G
Glyma.15G263400	T
Glyma.15G263400	D
Glyma.15G263400	K
Glyma.15G212400	T
Glyma.15G212400	D
Glyma.15G212400	K
Glyma.19G114100	T
Glyma.19G114100	D
Glyma.19G114100	K
Glyma.09G090200	T
Glyma.09G090200	D
Glyma.09G090200	K
Glyma.08G234600	T
Glyma.08G234600	D
Glyma.08G234600	K
Glyma.08G163800	T
Glyma.08G163800	D
Glyma.08G163800	K
Glyma.15G017800	T
Glyma.15G017800	D
Glyma.15G017800	K
Glyma.19G126900	A
Glyma.02G162500	A
Glyma.10G102000	A
Glyma.03G123300	A
Glyma.16G153300	C
Glyma.06G064600	K
Glyma.06G269700	R
Glyma.10G251500	R
Glyma.12G135000	R
Glyma.20G142000	R
Glyma.20G056400	R
Glyma.07G225600	R
Glyma.11G100700	J
Glyma.12G026700	J
Glyma.01G140200	E
Glyma.17G131300	E
Glyma.03G028000	E
Glyma.14G077100	R
Glyma.16G142100	R
Glyma.14G207400	R
Glyma.17G248700	R
Glyma.11G063700	R
Glyma.01G178500	R
Glyma.02G238500	R
Glyma.11G202000	R
Glyma.02G059200	R
Glyma.18G048800	R
Glyma.17G248600	R
Glyma.09G014500	S
Glyma.15G120100	S
Glyma.13G111700	S
Glyma.17G048000	S
Glyma.09G147300	S
Glyma.03G009100	S
Glyma.15G257200	S
Glyma.16G199100	S
Glyma.07G070600	S
Glyma.08G255000	J
Glyma.02G114000	J
Glyma.18G278000	J
Glyma.04G084200	S
Glyma.06G085900	S
Glyma.08G300451	S
Glyma.18G120051	S
Glyma.19G235800	S
Glyma.03G238300	S
Glyma.18G029500	J
Glyma.11G227900	J
Glyma.14G061600	J
Glyma.02G254900	J
Glyma.14G210200	O
Glyma.02G240700	O
Glyma.02G091700	R
Glyma.18G291100	R
Glyma.07G204400	R
Glyma.13G171700	R
Glyma.05G019500	T
Glyma.09G231000	R
Glyma.12G005700	R
Glyma.09G021200	S
Glyma.14G055800	S
Glyma.10G284600	S
Glyma.08G282400	S
Glyma.20G104700	S
Glyma.05G134300	S
Glyma.08G089000	S
Glyma.08G257100	J
Glyma.10G002400	J
Glyma.18G281200	J
Glyma.02G002300	J
Glyma.13G259300	S
Glyma.15G248800	S
Glyma.01G089100	S
Glyma.02G100900	S
Glyma.17G086600	A
Glyma.15G100500	A
Glyma.05G040200	A
Glyma.13G212200	A
Glyma.06G179400	A
Glyma.04G186400	A
Glyma.17G020500	A
Glyma.20G006500	Y
Glyma.04G122200	Y
Glyma.02G133400	U
Glyma.07G211600	U
Glyma.12G028400	L
Glyma.06G115200	R
Glyma.04G247500	R
Glyma.06G296000	S
Glyma.12G109700	S
Glyma.09G243900	S
Glyma.18G249600	S
Glyma.18G007400	S
Glyma.11G249800	S
Glyma.03G109400	S
Glyma.07G116000	S
Glyma.11G052200	Z
Glyma.11G052200	D
Glyma.06G192600	Z
Glyma.06G192600	D
Glyma.01G190000	Z
Glyma.01G190000	D
Glyma.04G171300	Z
Glyma.04G171300	D
Glyma.17G098700	Z
Glyma.17G098700	D
Glyma.06G043300	B
Glyma.06G043300	K
Glyma.05G099000	B
Glyma.05G099000	K
Glyma.04G042700	B
Glyma.04G042700	K
Glyma.17G166700	B
Glyma.17G166700	K
Glyma.04G235700	R
Glyma.08G079600	R
Glyma.13G198800	R
Glyma.06G129000	R
Glyma.03G146300	R
Glyma.03G257700	R
Glyma.09G028900	R
Glyma.05G124500	R
Glyma.19G149600	R
Glyma.15G237300	R
Glyma.19G256200	R
Glyma.02G294600	O
Glyma.18G090400	O
Glyma.03G005900	O
Glyma.19G120100	O
Glyma.08G322000	O
Glyma.12G025700	D
Glyma.11G099800	D
Glyma.03G093200	I
Glyma.16G080700	I
Glyma.20G163100	E
Glyma.10G230300	E
Glyma.09G118600	F
Glyma.02G238100	F
Glyma.03G129300	R
Glyma.08G314700	O
Glyma.18G099500	O
Glyma.10G262300	S
Glyma.20G128700	S
Glyma.19G152700	A
Glyma.19G199100	L
Glyma.19G200100	L
Glyma.16G066000	C
Glyma.03G009800	I
Glyma.18G232000	I
Glyma.09G260200	I
Glyma.07G071300	I
Glyma.15G062400	S
Glyma.13G252400	S
Glyma.13G251600	S
Glyma.15G062300	S
Glyma.15G062700	S
Glyma.13G252600	S
Glyma.13G252300	S
Glyma.15G062500	S
Glyma.07G186300	S
Glyma.13G252000	S
Glyma.01G180366	S
Glyma.13G251700	S
Glyma.02G060800	S
Glyma.09G007100	G
Glyma.15G111500	G
Glyma.12G036900	F
Glyma.11G110000	F
Glyma.16G151100	L
Glyma.19G200600	L
Glyma.03G017600	R
Glyma.09G187800	D
Glyma.09G132300	D
Glyma.14G095000	D
Glyma.17G228500	D
Glyma.13G120300	D
Glyma.07G089200	D
Glyma.10G034100	D
Glyma.16G179200	D
Glyma.10G214100	S
Glyma.20G177500	S
Glyma.17G001900	A
Glyma.07G272500	A
Glyma.17G060700	U
Glyma.15G164000	U
Glyma.13G099400	U
Glyma.09G057900	U
Glyma.09G177000	R
Glyma.07G102200	R
Glyma.04G023200	R
Glyma.10G270000	I
Glyma.09G115800	I
Glyma.20G121200	I
Glyma.10G270100	I
Glyma.02G089100	I
Glyma.20G121300	I
Glyma.18G293800	I
Glyma.18G058400	I
Glyma.11G165300	I
Glyma.13G151300	J
Glyma.10G066200	J
Glyma.16G168300	S
Glyma.02G082600	S
Glyma.13G321500	R
Glyma.10G025500	R
Glyma.02G148300	R
Glyma.02G148400	R
Glyma.08G095400	R
Glyma.18G201300	I
Glyma.05G038400	I
Glyma.18G201100	I
Glyma.13G171300	I
Glyma.15G080500	I
Glyma.18G027800	I
Glyma.17G088700	I
Glyma.11G229500	I
Glyma.07G150400	I
Glyma.01G122000	I
Glyma.16G099200	I
Glyma.03G058000	I
Glyma.07G150300	I
Glyma.07G150200	I
Glyma.13G232200	I
Glyma.07G150000	I
Glyma.14G021500	R
Glyma.02G293100	R
Glyma.08G319800	R
Glyma.18G092700	R
Glyma.08G027200	R
Glyma.05G220700	R
Glyma.19G055900	R
Glyma.16G069000	R
Glyma.15G066000	S
Glyma.13G247800	S
Glyma.07G206300	R
Glyma.02G138700	R
Glyma.05G054800	L
Glyma.05G054900	L
Glyma.18G172500	H
Glyma.08G355700	H
Glyma.17G018000	R
Glyma.07G255700	R
Glyma.13G210000	R
Glyma.04G256500	R
Glyma.17G018100	R
Glyma.12G192200	R
Glyma.07G256100	R
Glyma.06G307800	R
Glyma.06G325100	R
Glyma.07G255800	R
Glyma.07G255900	R
Glyma.17G018500	R
Glyma.17G018200	R
Glyma.05G067000	S
Glyma.19G056800	A
Glyma.16G069400	A
Glyma.18G125700	K
Glyma.08G296500	K
Glyma.02G111700	K
Glyma.01G053200	K
Glyma.12G116000	O
Glyma.10G286000	O
Glyma.20G103300	O
Glyma.16G066200	C
Glyma.19G080600	C
Glyma.04G115900	T
Glyma.04G115900	O
Glyma.06G320400	T
Glyma.06G320400	O
Glyma.11G147000	J
Glyma.19G091200	J
Glyma.13G288200	S
Glyma.12G213500	S
Glyma.02G054800	E
Glyma.13G153700	E
Glyma.02G208900	C
Glyma.11G040300	C
Glyma.14G177100	C
Glyma.17G069400	C
Glyma.18G192800	S
Glyma.20G167800	S
Glyma.07G142000	S
Glyma.01G108000	S
Glyma.03G073768	S
Glyma.10G224051	S
Glyma.12G019600	I
Glyma.03G245800	S
Glyma.19G243300	S
Glyma.11G093000	O
Glyma.12G019300	O
Glyma.07G070800	R
Glyma.13G074700	U
Glyma.06G286100	A
Glyma.12G119800	A
Glyma.01G056500	U
Glyma.06G200100	U
Glyma.04G164400	U
Glyma.17G076600	U
Glyma.02G115100	U
Glyma.05G023100	U
Glyma.11G011400	R
Glyma.19G182800	R
Glyma.06G234100	A
Glyma.14G078500	A
Glyma.09G114600	A
Glyma.13G232567	L
Glyma.13G232633	L
Glyma.15G080067	L
Glyma.15G080133	L
Glyma.13G171900	L
Glyma.04G034400	I
Glyma.02G059300	I
Glyma.16G142200	I
Glyma.11G063600	I
Glyma.11G099000	J
Glyma.12G025100	J
Glyma.07G225200	K
Glyma.20G025100	K
Glyma.19G243800	G
Glyma.10G265400	G
Glyma.20G125200	G
Glyma.15G136200	G
Glyma.03G246300	G
Glyma.05G060500	G
Glyma.17G142800	G
Glyma.19G115900	G
Glyma.11G034300	G
Glyma.01G208000	G
Glyma.16G037200	G
Glyma.08G216700	S
Glyma.07G025700	S
Glyma.13G155900	S
Glyma.15G262200	S
Glyma.08G164900	S
Glyma.17G103600	S
Glyma.05G046100	F
Glyma.09G096800	F
Glyma.17G128300	F
Glyma.05G046300	F
Glyma.10G048200	F
Glyma.15G203100	F
Glyma.09G234300	F
Glyma.03G176800	F
Glyma.16G059400	F
Glyma.19G088000	F
Glyma.06G171800	F
Glyma.19G177500	F
Glyma.13G136000	F
Glyma.07G121000	F
Glyma.03G102700	F
Glyma.09G232300	F
Glyma.12G004200	F
Glyma.20G233800	A
Glyma.10G154500	A
Glyma.09G030400	U
Glyma.15G136100	U
Glyma.05G001000	J
Glyma.08G232000	O
Glyma.04G131800	O
Glyma.06G317500	O
Glyma.06G216700	L
Glyma.17G116600	L
Glyma.01G046200	R
Glyma.03G130300	R
Glyma.09G252100	R
Glyma.15G156700	R
Glyma.18G240500	R
Glyma.09G050700	R
Glyma.14G113800	R
Glyma.18G056100	R
Glyma.17G044400	R
Glyma.13G185100	U
Glyma.07G191600	U
Glyma.12G108200	U
Glyma.12G202000	U
Glyma.13G300100	U
Glyma.06G296900	U
Glyma.09G210800	U
Glyma.01G010300	U
Glyma.15G069100	U
Glyma.12G015900	O
Glyma.12G207500	O
Glyma.11G109400	O
Glyma.18G008100	Y
Glyma.18G008100	U
Glyma.05G067300	K
Glyma.05G067300	T
Glyma.05G067300	D
Glyma.05G067100	K
Glyma.05G067100	T
Glyma.05G067100	D
Glyma.01G203800	K
Glyma.01G203800	T
Glyma.01G203800	D
Glyma.17G149300	K
Glyma.17G149300	T
Glyma.17G149300	D
Glyma.11G039100	K
Glyma.11G039100	T
Glyma.11G039100	D
Glyma.17G149500	K
Glyma.17G149500	T
Glyma.17G149500	D
Glyma.06G188000	H
Glyma.04G177000	H
Glyma.18G279000	S
Glyma.08G256100	S
Glyma.19G042700	S
Glyma.13G049600	S
Glyma.01G217900	K
Glyma.08G012100	K
Glyma.11G025300	K
Glyma.05G205200	K
Glyma.08G051400	S
Glyma.05G243600	S
Glyma.19G173000	S
Glyma.03G172100	S
Glyma.06G138800	S
Glyma.02G221600	S
Glyma.04G226100	S
Glyma.01G218300	S
Glyma.14G125600	S
Glyma.11G024900	S
Glyma.10G106900	R
Glyma.02G186700	R
Glyma.01G079300	S
Glyma.03G194400	U
Glyma.19G194200	U
Glyma.10G266000	K
Glyma.20G124600	K
Glyma.06G024400	U
Glyma.11G098000	U
Glyma.18G164800	U
Glyma.12G023900	U
Glyma.08G119300	U
Glyma.04G024300	U
Glyma.03G084600	U
Glyma.04G005800	U
Glyma.05G161700	U
Glyma.06G005500	U
Glyma.03G084400	U
Glyma.08G351200	U
Glyma.17G062700	L
Glyma.17G202200	L
Glyma.14G133400	L
Glyma.13G096800	L
Glyma.03G073754	R
Glyma.15G036600	R
Glyma.11G137800	R
Glyma.07G133500	R
Glyma.20G144800	R
Glyma.12G061300	R
Glyma.19G222500	R
Glyma.10G139400	R
Glyma.03G225500	R
Glyma.13G337900	R
Glyma.05G037766	R
Glyma.03G065900	R
Glyma.01G098700	R
Glyma.18G182800	R
Glyma.03G083200	R
Glyma.03G073758	R
Glyma.08G058800	H
Glyma.07G190300	H
Glyma.16G059000	G
Glyma.05G025300	G
Glyma.19G088400	G
Glyma.17G101700	G
Glyma.11G122900	S
Glyma.12G047700	S
Glyma.02G202400	S
Glyma.17G075400	S
Glyma.10G154800	S
Glyma.03G238400	S
Glyma.02G251200	S
Glyma.20G233500	S
Glyma.19G235900	S
Glyma.14G065500	S
Glyma.03G100600	R
Glyma.04G078700	R
Glyma.06G080300	R
Glyma.07G122300	R
Glyma.04G211300	R
Glyma.08G001200	R
Glyma.05G193200	R
Glyma.04G096700	A
Glyma.06G098500	A
Glyma.07G208300	B
Glyma.02G137100	B
Glyma.07G011800	R
Glyma.07G011900	R
Glyma.08G194900	R
Glyma.13G351600	R
Glyma.07G011700	R
Glyma.08G029600	R
Glyma.15G023100	R
Glyma.08G195100	R
Glyma.08G195000	R
Glyma.15G023000	R
Glyma.05G204300	Z
Glyma.08G011600	Z
Glyma.13G109200	K
Glyma.17G050400	K
Glyma.20G014100	J
Glyma.07G217500	J
Glyma.19G131500	E
Glyma.03G129100	E
Glyma.15G116000	F
Glyma.09G011500	F
Glyma.13G025800	F
Glyma.19G020100	P
Glyma.05G029700	P
Glyma.13G064900	P
Glyma.06G190400	P
Glyma.04G174300	P
Glyma.13G096000	P
Glyma.17G064100	P
Glyma.08G296700	P
Glyma.14G088800	P
Glyma.11G048200	P
Glyma.17G097100	P
Glyma.01G193700	P
Glyma.18G255700	P
Glyma.18G125500	P
Glyma.09G240600	P
Glyma.05G048400	F
Glyma.20G195000	S
Glyma.06G219200	O
Glyma.06G219400	O
Glyma.11G105500	S
Glyma.06G083300	S
Glyma.11G154000	S
Glyma.06G170500	A
Glyma.17G141800	U
Glyma.04G211300	U
Glyma.05G059400	U
Glyma.03G126300	S
Glyma.19G129400	S
Glyma.06G256200	R
Glyma.15G064700	R
Glyma.08G061200	R
Glyma.13G284200	R
Glyma.12G216900	R
Glyma.12G045300	R
Glyma.11G120200	R
Glyma.12G161400	R
Glyma.07G188200	R
Glyma.01G177600	R
Glyma.13G249700	R
Glyma.06G259900	R
Glyma.06G259600	R
Glyma.13G249600	R
Glyma.06G259200	R
Glyma.11G064700	R
Glyma.06G260400	R
Glyma.14G192700	R
Glyma.12G141900	R
Glyma.11G127900	S
Glyma.12G052600	S
Glyma.08G210900	J
Glyma.19G115400	J
Glyma.15G009700	J
Glyma.19G061900	J
Glyma.02G309600	R
Glyma.14G003300	R
Glyma.11G009600	R
Glyma.01G233200	R
Glyma.06G293600	R
Glyma.12G111800	R
Glyma.18G281300	R
Glyma.09G206000	S
Glyma.07G257000	S
Glyma.10G216600	S
Glyma.01G016800	S
Glyma.17G017100	S
Glyma.20G175400	S
Glyma.12G225000	J
Glyma.13G276300	J
Glyma.04G002300	J
Glyma.06G001800	J
Glyma.07G011000	U
Glyma.09G244400	U
Glyma.19G161800	U
Glyma.20G225600	U
Glyma.10G180400	U
Glyma.03G159600	U
Glyma.02G141400	U
Glyma.18G207100	U
Glyma.09G244600	U
Glyma.02G261100	U
Glyma.13G351200	U
Glyma.07G129500	U
Glyma.15G023400	U
Glyma.08G194200	U
Glyma.01G002800	U
Glyma.10G032600	U
Glyma.07G156400	U
Glyma.01G125900	U
Glyma.10G163000	U
Glyma.14G055500	U
Glyma.U031905	U
Glyma.18G249100	U
Glyma.20G145900	E
Glyma.10G050300	I
Glyma.13G137800	I
Glyma.01G171800	I
Glyma.11G071400	I
Glyma.14G162000	G
Glyma.04G231600	G
Glyma.02G120200	G
Glyma.06G133500	G
Glyma.01G062000	G
Glyma.14G161800	G
Glyma.11G076700	K
Glyma.12G035600	K
Glyma.01G166600	K
Glyma.01G170400	S
Glyma.14G094100	S
Glyma.11G072900	S
Glyma.17G229300	S
Glyma.05G127300	O
Glyma.08G082000	O
Glyma.19G052200	K
Glyma.05G115100	K
Glyma.19G210300	H
Glyma.03G213500	H
Glyma.08G139500	S
Glyma.05G181800	S
Glyma.13G162500	Z
Glyma.17G108800	Z
Glyma.17G159300	S
Glyma.16G131100	S
Glyma.15G110700	R
Glyma.08G319900	R
Glyma.18G092500	R
Glyma.16G159900	O
Glyma.19G210600	O
Glyma.17G187500	O
