KOG	Genes
KOG3319	Glyma.16G022700
KOG0048	Glyma.16G023000
KOG4558	Glyma.16G023100
KOG1840	Glyma.16G023200
KOG1339	Glyma.16G024000
KOG2381	Glyma.16G024200
KOG0005	Glyma.16G024200
KOG0001	Glyma.16G024200
KOG0003	Glyma.16G024200
KOG4293	Glyma.16G024500
KOG1571	Glyma.16G025100
KOG1906	Glyma.16G025800
KOG1745	Glyma.16G026300
KOG0752	Glyma.16G027100
KOG0264	Glyma.16G027200
KOG0192	Glyma.16G027300
KOG4750	Glyma.16G027700
KOG4293	Glyma.16G028100
KOG1642	Glyma.16G028200
KOG0409	Glyma.16G028700
KOG0875	Glyma.16G028800
KOG3584	Glyma.16G029000
KOG3403	Glyma.16G029500
KOG4457	Glyma.16G030300
KOG1792	Glyma.16G030700
KOG4548	Glyma.16G031500
KOG4658	Glyma.16G031600
KOG4658	Glyma.16G031700
KOG0827	Glyma.16G032000
KOG1603	Glyma.16G032400
KOG0724	Glyma.16G032600
KOG1187	Glyma.16G032700
KOG3244	Glyma.16G032800
KOG2098	Glyma.16G033100
KOG2246	Glyma.16G033500
KOG1192	Glyma.16G033700
KOG0039	Glyma.16G033800
KOG0472	Glyma.16G033900
KOG3881	Glyma.16G034400
KOG1187	Glyma.16G034626
KOG1187	Glyma.16G034900
KOG0416	Glyma.16G035000
KOG1598	Glyma.16G035400
KOG0799	Glyma.16G035500
KOG1362	Glyma.16G035700
KOG2399	Glyma.16G036000
KOG3184	Glyma.16G036200
KOG1286	Glyma.16G036300
KOG1987	Glyma.16G036400
KOG1987	Glyma.16G036700
KOG3076	Glyma.16G037200
KOG1187	Glyma.16G037500
KOG4281	Glyma.16G037600
KOG0502	Glyma.16G038200
KOG0508	Glyma.16G038200
KOG4412	Glyma.16G038200
KOG2141	Glyma.16G038400
KOG1427	Glyma.16G038900
KOG1650	Glyma.16G039700
KOG2640	Glyma.16G040200
KOG3374	Glyma.16G040700
KOG0635	Glyma.16G040900
KOG3262	Glyma.16G041400
KOG1164	Glyma.16G041500
KOG1901	Glyma.16G041600
KOG1594	Glyma.16G041700
KOG0725	Glyma.16G042000
KOG2150	Glyma.16G042600
KOG0907	Glyma.16G042700
KOG1385	Glyma.16G043300
KOG1385	Glyma.16G043400
KOG1385	Glyma.16G043500
KOG1385	Glyma.16G043700
KOG0223	Glyma.16G043800
KOG3312	Glyma.16G043900
KOG3346	Glyma.16G044100
KOG3346	Glyma.16G044200
KOG2081	Glyma.16G044400
KOG0657	Glyma.16G044900
KOG1361	Glyma.16G045700
KOG0811	Glyma.16G045900
KOG0344	Glyma.16G046000
KOG2839	Glyma.16G046400
KOG1779	Glyma.16G046500
KOG1187	Glyma.16G047100
KOG1187	Glyma.16G047300
KOG1082	Glyma.16G047800
KOG4579	Glyma.16G048200
KOG2164	Glyma.16G048700
KOG2692	Glyma.16G048900
KOG4538	Glyma.16G049200
KOG0725	Glyma.16G049500
KOG0767	Glyma.16G050100
KOG2909	Glyma.16G050200
KOG1947	Glyma.16G050500
KOG3317	Glyma.16G050800
KOG2306	Glyma.16G051500
KOG2421	Glyma.16G052000
KOG1187	Glyma.16G052200
KOG1311	Glyma.16G052300
KOG2344	Glyma.16G052600
KOG2669	Glyma.16G052700
KOG1752	Glyma.16G052800
KOG1906	Glyma.16G055700
KOG4173	Glyma.16G056000
KOG4479	Glyma.16G056700
KOG0157	Glyma.16G057100
KOG4655	Glyma.16G058000
KOG2624	Glyma.16G058100
KOG4071	Glyma.16G058300
KOG0026	Glyma.16G058800
KOG3111	Glyma.16G059000
KOG0027	Glyma.16G059300
KOG3078	Glyma.16G059400
KOG1187	Glyma.16G059700
KOG1590	Glyma.16G059801
KOG1213	Glyma.16G060000
KOG4412	Glyma.16G060400
KOG4607	Glyma.16G061500
KOG1052	Glyma.16G061600
KOG1052	Glyma.16G061800
KOG1474	Glyma.16G062200
KOG1474	Glyma.16G062300
KOG1303	Glyma.16G062500
KOG1303	Glyma.16G062600
KOG4412	Glyma.16G062700
KOG1515	Glyma.16G062800
KOG3724	Glyma.16G063300
KOG0048	Glyma.16G063700
KOG1187	Glyma.16G064100
KOG1187	Glyma.16G064200
KOG1187	Glyma.16G064401
KOG1187	Glyma.16G064800
KOG1187	Glyma.16G064900
KOG1187	Glyma.16G065000
KOG0472	Glyma.16G065200
KOG1187	Glyma.16G065400
KOG0472	Glyma.16G065500
KOG1187	Glyma.16G065600
KOG2913	Glyma.16G065900
KOG3015	Glyma.16G066000
KOG3049	Glyma.16G066200
KOG3314	Glyma.16G067200
KOG1552	Glyma.16G067500
KOG0157	Glyma.16G068100
KOG4172	Glyma.16G068400
KOG3038	Glyma.16G069000
KOG0192	Glyma.16G069200
KOG3045	Glyma.16G069400
KOG0131	Glyma.16G070900
KOG0058	Glyma.16G071000
KOG1947	Glyma.16G071200
KOG1446	Glyma.16G071900
KOG0143	Glyma.16G072000
KOG1752	Glyma.16G072400
KOG0048	Glyma.16G072700
KOG0048	Glyma.16G073000
KOG1336	Glyma.16G073100
KOG1198	Glyma.16G073600
KOG0659	Glyma.16G074300
KOG3295	Glyma.16G074600
KOG4629	Glyma.16G075000
KOG1493	Glyma.16G075300
KOG0811	Glyma.16G075400
KOG4287	Glyma.16G075700
KOG1493	Glyma.16G076000
KOG0157	Glyma.16G076600
KOG1386	Glyma.16G077100
KOG4677	Glyma.16G077500
KOG4708	Glyma.16G077600
KOG0143	Glyma.16G077900
KOG2547	Glyma.16G078400
KOG1652	Glyma.16G078500
KOG1187	Glyma.16G078800
KOG1187	Glyma.16G078900
KOG4579	Glyma.16G079000
KOG1187	Glyma.16G079200
KOG4658	Glyma.16G079400
KOG2748	Glyma.16G079900
KOG1603	Glyma.16G080400
KOG3006	Glyma.16G080700
KOG3399	Glyma.16G080800
KOG1684	Glyma.16G080900
KOG0657	Glyma.16G081400
KOG1203	Glyma.16G082200
KOG1646	Glyma.16G082800
KOG0554	Glyma.16G083800
KOG0610	Glyma.16G084700
KOG2351	Glyma.16G084800
KOG3283	Glyma.16G087700
KOG0543	Glyma.16G088000
KOG0549	Glyma.16G088200
KOG0661	Glyma.16G088700
KOG2698	Glyma.16G089300
KOG0156	Glyma.16G089700
KOG0156	Glyma.16G089900
KOG0156	Glyma.16G090000
KOG1520	Glyma.16G091100
KOG1607	Glyma.16G091200
KOG0014	Glyma.16G091300
KOG2721	Glyma.16G091600
KOG0627	Glyma.16G091800
KOG0811	Glyma.16G091900
KOG0048	Glyma.16G092100
KOG1187	Glyma.16G092600
KOG3204	Glyma.16G092800
KOG4282	Glyma.16G093600
KOG1187	Glyma.16G093900
KOG2826	Glyma.16G094500
KOG0027	Glyma.16G095700
KOG1476	Glyma.16G095800
KOG1543	Glyma.16G095900
KOG2921	Glyma.16G096000
KOG0023	Glyma.16G096300
KOG0610	Glyma.16G096600
KOG0676	Glyma.16G096700
KOG1187	Glyma.16G096900
KOG2597	Glyma.16G098100
KOG4172	Glyma.16G098500
KOG2149	Glyma.16G099100
KOG3035	Glyma.16G099200
KOG0027	Glyma.16G099600
KOG1515	Glyma.16G099800
KOG1082	Glyma.16G100200
KOG1364	Glyma.16G100500
KOG4374	Glyma.16G100600
KOG2699	Glyma.16G100800
KOG3294	Glyma.16G101200
KOG0667	Glyma.16G101500
KOG1187	Glyma.16G101800
KOG0154	Glyma.16G102300
KOG0130	Glyma.16G102300
KOG0148	Glyma.16G102300
KOG0123	Glyma.16G102300
KOG0131	Glyma.16G102300
KOG1471	Glyma.16G102400
KOG0417	Glyma.16G102600
KOG0417	Glyma.16G103100
KOG0417	Glyma.16G103200
KOG4629	Glyma.16G105100
KOG1287	Glyma.16G105500
KOG0472	Glyma.16G105800
KOG0472	Glyma.16G106200
KOG3295	Glyma.16G106300
KOG1187	Glyma.16G106800
KOG1542	Glyma.16G107200
KOG1493	Glyma.16G107700
KOG0254	Glyma.16G109100
KOG0157	Glyma.16G109300
KOG1386	Glyma.16G110400
KOG2847	Glyma.16G110900
KOG0239	Glyma.16G111200
KOG0143	Glyma.16G111300
KOG1052	Glyma.16G111700
KOG1027	Glyma.16G111800
KOG0583	Glyma.16G111800
KOG0198	Glyma.16G111800
KOG1493	Glyma.16G112200
KOG4273	Glyma.16G112300
KOG0254	Glyma.16G112500
KOG0617	Glyma.16G112600
KOG2434	Glyma.16G112800
KOG4386	Glyma.16G112900
KOG0376	Glyma.16G114700
KOG0372	Glyma.16G114700
KOG2722	Glyma.16G114900
KOG1353	Glyma.16G115300
KOG2722	Glyma.16G115500
KOG0831	Glyma.16G115700
KOG0831	Glyma.16G115800
KOG1983	Glyma.16G116200
KOG0381	Glyma.16G116300
KOG4768	Glyma.16G116350
KOG0114	Glyma.16G116600
KOG1187	Glyma.16G117200
KOG1187	Glyma.16G117400
KOG1187	Glyma.16G117500
KOG2721	Glyma.16G117567
KOG2721	Glyma.16G117633
KOG1187	Glyma.16G117700
KOG1602	Glyma.16G118100
KOG0010	Glyma.16G118400
KOG4750	Glyma.16G118800
KOG1520	Glyma.16G119000
KOG4742	Glyma.16G119200
KOG1187	Glyma.16G119800
KOG0114	Glyma.16G121300
KOG0107	Glyma.16G121300
KOG1187	Glyma.16G122100
KOG0700	Glyma.16G122200
KOG1134	Glyma.16G122300
KOG1339	Glyma.16G122500
KOG1339	Glyma.16G122700
KOG2318	Glyma.16G122800
KOG2590	Glyma.16G123100
KOG1724	Glyma.16G123700
KOG0393	Glyma.16G124400
KOG1970	Glyma.16G124500
KOG0519	Glyma.16G125100
KOG0472	Glyma.16G125200
KOG0472	Glyma.16G125600
KOG0472	Glyma.16G125800
KOG0472	Glyma.16G126100
KOG0183	Glyma.16G126200
KOG2884	Glyma.16G126300
KOG1530	Glyma.16G126500
KOG0378	Glyma.16G127500
KOG4658	Glyma.16G127900
KOG2793	Glyma.16G128200
KOG4468	Glyma.16G128300
KOG0032	Glyma.16G128600
KOG0143	Glyma.16G128700
KOG4198	Glyma.16G129000
KOG0472	Glyma.16G129300
KOG2309	Glyma.16G129700
KOG1635	Glyma.16G129800
KOG0117	Glyma.16G130000
KOG0232	Glyma.16G130300
KOG1187	Glyma.16G130400
KOG0242	Glyma.16G130500
KOG2182	Glyma.16G130700
KOG2182	Glyma.16G130900
KOG3156	Glyma.16G131100
KOG0156	Glyma.16G131200
KOG0472	Glyma.16G131500
KOG0617	Glyma.16G131500
KOG2293	Glyma.16G131600
KOG1845	Glyma.16G131900
KOG4178	Glyma.16G132500
KOG0764	Glyma.16G132600
KOG1471	Glyma.16G133300
KOG0157	Glyma.16G133800
KOG1423	Glyma.16G134900
KOG4658	Glyma.16G136600
KOG4658	Glyma.16G136900
KOG0472	Glyma.16G137300
KOG1454	Glyma.16G138000
KOG2502	Glyma.16G138100
KOG3437	Glyma.16G138200
KOG0254	Glyma.16G138800
KOG0254	Glyma.16G139000
KOG1509	Glyma.16G139500
KOG0936	Glyma.16G139700
KOG3302	Glyma.16G140200
KOG1470	Glyma.16G140300
KOG1187	Glyma.16G140700
KOG2739	Glyma.16G140800
KOG0254	Glyma.16G141000
KOG1379	Glyma.16G141200
KOG0192	Glyma.16G141600
KOG0776	Glyma.16G141700
KOG2966	Glyma.16G142100
KOG3071	Glyma.16G142200
KOG2913	Glyma.16G142300
KOG0027	Glyma.16G142500
KOG2759	Glyma.16G142600
KOG1703	Glyma.16G142700
KOG0773	Glyma.16G142800
KOG1082	Glyma.16G143100
KOG1187	Glyma.16G144000
KOG0082	Glyma.16G144600
KOG2142	Glyma.16G144800
KOG1454	Glyma.16G145200
KOG2890	Glyma.16G145700
KOG1311	Glyma.16G145900
KOG3198	Glyma.16G146000
KOG1947	Glyma.16G146400
KOG2909	Glyma.16G146600
KOG0234	Glyma.16G146900
KOG1671	Glyma.16G147600
KOG1779	Glyma.16G148500
KOG2839	Glyma.16G148600
KOG2922	Glyma.16G149500
KOG0331	Glyma.16G149800
KOG1603	Glyma.16G150100
KOG3346	Glyma.16G150700
KOG3346	Glyma.16G151000
KOG3020	Glyma.16G151100
KOG0810	Glyma.16G151200
KOG0223	Glyma.16G151300
KOG1385	Glyma.16G151400
KOG1612	Glyma.16G151700
KOG3430	Glyma.16G151800
KOG2150	Glyma.16G152500
KOG2958	Glyma.16G153300
KOG1669	Glyma.16G153800
KOG0441	Glyma.16G153900
KOG1376	Glyma.16G154000
KOG0810	Glyma.16G154200
KOG2619	Glyma.16G154600
KOG1303	Glyma.16G154700
KOG0223	Glyma.16G155000
KOG0223	Glyma.16G155100
KOG1601	Glyma.16G155300
KOG2937	Glyma.16G155600
KOG0633	Glyma.16G155800
KOG1187	Glyma.16G156100
KOG1187	Glyma.16G156200
KOG0472	Glyma.16G156200
KOG0637	Glyma.16G156800
KOG0637	Glyma.16G157100
KOG1347	Glyma.16G157300
KOG1187	Glyma.16G157400
KOG2027	Glyma.16G157900
KOG3347	Glyma.16G158000
KOG1944	Glyma.16G158300
KOG1263	Glyma.16G158400
KOG1236	Glyma.16G158700
KOG4658	Glyma.16G159100
KOG4658	Glyma.16G159500
KOG4658	Glyma.16G159700
KOG3158	Glyma.16G159900
KOG0123	Glyma.16G160800
KOG0565	Glyma.16G161500
KOG0472	Glyma.16G163400
KOG1441	Glyma.16G163500
KOG1311	Glyma.16G164500
KOG3442	Glyma.16G164700
KOG4282	Glyma.16G167500
KOG4282	Glyma.16G167600
KOG4282	Glyma.16G167700
KOG3460	Glyma.16G167900
KOG4473	Glyma.16G168200
KOG3032	Glyma.16G168300
KOG0157	Glyma.16G168600
KOG0472	Glyma.16G168700
KOG0157	Glyma.16G168900
KOG0472	Glyma.16G169100
KOG0472	Glyma.16G169200
KOG0472	Glyma.16G169300
KOG0472	Glyma.16G169400
KOG0472	Glyma.16G169500
KOG4579	Glyma.16G169700
KOG3353	Glyma.16G169800
KOG0472	Glyma.16G169900
KOG0472	Glyma.16G170700
KOG0472	Glyma.16G170800
KOG0472	Glyma.16G170900
KOG0472	Glyma.16G171100
KOG0472	Glyma.16G171200
KOG0472	Glyma.16G171400
KOG0472	Glyma.16G171500
KOG4308	Glyma.16G171566
KOG0531	Glyma.16G171632
KOG0472	Glyma.16G171700
KOG1427	Glyma.16G171900
KOG0472	Glyma.16G172100
KOG0472	Glyma.16G172200
KOG0472	Glyma.16G172300
KOG0737	Glyma.16G173700
KOG0472	Glyma.16G173900
KOG0472	Glyma.16G174000
KOG0472	Glyma.16G174100
KOG0472	Glyma.16G174500
KOG0472	Glyma.16G174600
KOG0472	Glyma.16G174700
KOG0472	Glyma.16G174800
KOG0472	Glyma.16G175000
KOG0472	Glyma.16G175100
KOG1192	Glyma.16G175300
KOG2325	Glyma.16G176100
KOG1309	Glyma.16G176200
KOG0472	Glyma.16G176400
KOG0472	Glyma.16G176600
KOG0472	Glyma.16G176800
KOG0472	Glyma.16G176900
KOG2118	Glyma.16G177500
KOG1603	Glyma.16G177900
KOG1603	Glyma.16G178000
KOG1603	Glyma.16G178100
KOG1603	Glyma.16G178200
KOG1603	Glyma.16G178300
KOG1603	Glyma.16G178400
KOG1603	Glyma.16G178500
KOG2246	Glyma.16G178600
KOG0724	Glyma.16G178700
KOG3022	Glyma.16G179200
KOG0324	Glyma.16G179500
KOG1187	Glyma.16G179600
KOG1347	Glyma.16G180000
KOG1347	Glyma.16G180200
KOG2639	Glyma.16G180800
KOG2639	Glyma.16G180900
KOG0198	Glyma.16G181000
KOG1208	Glyma.16G181200
KOG1611	Glyma.16G181200
KOG1208	Glyma.16G181300
KOG1611	Glyma.16G181300
KOG1208	Glyma.16G181400
KOG1724	Glyma.16G181500
KOG0242	Glyma.16G181900
KOG1591	Glyma.16G182000
KOG2088	Glyma.16G182100
KOG0157	Glyma.16G182600
KOG0472	Glyma.16G182700
KOG1909	Glyma.16G182751
KOG4579	Glyma.16G182751
KOG0617	Glyma.16G182751
KOG0472	Glyma.16G183332
KOG0472	Glyma.16G183400
KOG0617	Glyma.16G184000
KOG1909	Glyma.16G184000
KOG4237	Glyma.16G184000
KOG0472	Glyma.16G184000
KOG0472	Glyma.16G184200
KOG0472	Glyma.16G184500
KOG0472	Glyma.16G184700
KOG0472	Glyma.16G184800
KOG0472	Glyma.16G185100
KOG0472	Glyma.16G185300
KOG1909	Glyma.16G185400
KOG4579	Glyma.16G185400
KOG0617	Glyma.16G185400
KOG0472	Glyma.16G185500
KOG0472	Glyma.16G185800
KOG0472	Glyma.16G186100
KOG0472	Glyma.16G186400
KOG0472	Glyma.16G186500
KOG0472	Glyma.16G186600
KOG0472	Glyma.16G186700
KOG0472	Glyma.16G187100
KOG0472	Glyma.16G187400
KOG0472	Glyma.16G187632
KOG0472	Glyma.16G187700
KOG0472	Glyma.16G187800
KOG0472	Glyma.16G187900
KOG0472	Glyma.16G188100
KOG0472	Glyma.16G188300
KOG0472	Glyma.16G188725
KOG3254	Glyma.16G189100
KOG1603	Glyma.16G189200
KOG0048	Glyma.16G189400
KOG0472	Glyma.16G190000
KOG0472	Glyma.16G190200
KOG1909	Glyma.16G190300
KOG0472	Glyma.16G190400
KOG0472	Glyma.16G190500
KOG0472	Glyma.16G190800
KOG0472	Glyma.16G190867
KOG0472	Glyma.16G190933
KOG0472	Glyma.16G191000
KOG0472	Glyma.16G191300
KOG0472	Glyma.16G191500
KOG0472	Glyma.16G191800
KOG0472	Glyma.16G192300
KOG0472	Glyma.16G192600
KOG0472	Glyma.16G192800
KOG0472	Glyma.16G192900
KOG0472	Glyma.16G193000
KOG0472	Glyma.16G193300
KOG1909	Glyma.16G193466
KOG4579	Glyma.16G193466
KOG0617	Glyma.16G193466
KOG0472	Glyma.16G193600
KOG0472	Glyma.16G193700
KOG0472	Glyma.16G193900
KOG2519	Glyma.16G194000
KOG1110	Glyma.16G194100
KOG4487	Glyma.16G194500
KOG0156	Glyma.16G195500
KOG3346	Glyma.16G196300
KOG4412	Glyma.16G196400
KOG2289	Glyma.16G196800
KOG0143	Glyma.16G197700
KOG4361	Glyma.16G198500
KOG4361	Glyma.16G198600
KOG1347	Glyma.16G198700
KOG4658	Glyma.16G198900
KOG2970	Glyma.16G199100
KOG0024	Glyma.16G199200
KOG0274	Glyma.16G199300
KOG0032	Glyma.16G199400
KOG2142	Glyma.16G200100
KOG2855	Glyma.16G200600
KOG0014	Glyma.16G200700
KOG0143	Glyma.16G200800
KOG1515	Glyma.16G200900
KOG1515	Glyma.16G201000
KOG1187	Glyma.16G201200
KOG0583	Glyma.16G201500
KOG0984	Glyma.16G201900
KOG1187	Glyma.16G202200
KOG0407	Glyma.16G202700
KOG3461	Glyma.16G203100
KOG1650	Glyma.16G203200
KOG1187	Glyma.16G203300
KOG1121	Glyma.16G204200
KOG2620	Glyma.16G204900
KOG1187	Glyma.16G205100
KOG0710	Glyma.16G206200
KOG3173	Glyma.16G206800
KOG0251	Glyma.16G206900
KOG3200	Glyma.16G207100
KOG1082	Glyma.16G207200
KOG3181	Glyma.16G207300
KOG3181	Glyma.16G207400
KOG2887	Glyma.16G207600
KOG4843	Glyma.16G207900
KOG1515	Glyma.16G208100
KOG1515	Glyma.16G208200
KOG1515	Glyma.16G208300
KOG3185	Glyma.16G208500
KOG3185	Glyma.16G208600
KOG1684	Glyma.16G209300
KOG2238	Glyma.16G209600
KOG0223	Glyma.16G210000
KOG1187	Glyma.16G210100
KOG0157	Glyma.16G210300
KOG1187	Glyma.16G210500
KOG0472	Glyma.16G210500
KOG4658	Glyma.16G210600
KOG4658	Glyma.16G210800
KOG4529	Glyma.16G210900
KOG4762	Glyma.16G211300
KOG4658	Glyma.16G211400
KOG4658	Glyma.16G212300
KOG3507	Glyma.16G212700
KOG4658	Glyma.16G213700
KOG4658	Glyma.16G213800
KOG4658	Glyma.16G213900
KOG1947	Glyma.16G214000
KOG4658	Glyma.16G214100
KOG2313	Glyma.16G214613
KOG4658	Glyma.16G214669
KOG4813	Glyma.16G215500
KOG0703	Glyma.16G215600
KOG1208	Glyma.16G216200
KOG0255	Glyma.16G216500
KOG0853	Glyma.16G217200
KOG0498	Glyma.16G218100
KOG3818	Glyma.16G218700
KOG2628	Glyma.16G218800
KOG0667	Glyma.16G219100
KOG1577	Glyma.16G219400
KOG1577	Glyma.16G219500
KOG0594	Glyma.16G220200
KOG0907	Glyma.16G220500
KOG1588	Glyma.16G221200
KOG0337	Glyma.16G221700
KOG2532	Glyma.17G000300
KOG3490	Glyma.17G000400
KOG0565	Glyma.17G000600
KOG1627	Glyma.17G001400
KOG0446	Glyma.17G001500
KOG4593	Glyma.17G001700
KOG1237	Glyma.17G001800
KOG3026	Glyma.17G001900
KOG4249	Glyma.17G002100
KOG0989	Glyma.17G002500
KOG1632	Glyma.17G002600
KOG2761	Glyma.17G003000
KOG0868	Glyma.17G003200
KOG0868	Glyma.17G003300
KOG1552	Glyma.17G003700
KOG0898	Glyma.17G004300
KOG0034	Glyma.17G004400
KOG1032	Glyma.17G004700
KOG1471	Glyma.17G005100
KOG0869	Glyma.17G005600
KOG1616	Glyma.17G006000
KOG1603	Glyma.17G006200
KOG1603	Glyma.17G006300
KOG1418	Glyma.17G006800
KOG0156	Glyma.17G007200
KOG2439	Glyma.17G007300
KOG4293	Glyma.17G008000
KOG1566	Glyma.17G008100
KOG0940	Glyma.17G008400
KOG0001	Glyma.17G008400
KOG0005	Glyma.17G008400
KOG1946	Glyma.17G008600
KOG3205	Glyma.17G008800
KOG2329	Glyma.17G009000
KOG2112	Glyma.17G009100
KOG0192	Glyma.17G009300
KOG0725	Glyma.17G009400
KOG4151	Glyma.17G009700
KOG0143	Glyma.17G009800
KOG4172	Glyma.17G009900
KOG0773	Glyma.17G010200
KOG1339	Glyma.17G011500
KOG2396	Glyma.17G012200
KOG1263	Glyma.17G012300
KOG2756	Glyma.17G012400
KOG2797	Glyma.17G012600
KOG0522	Glyma.17G012800
KOG1654	Glyma.17G013000
KOG2288	Glyma.17G013200
KOG0032	Glyma.17G013800
KOG0014	Glyma.17G014300
KOG0148	Glyma.17G014800
KOG0165	Glyma.17G014900
KOG0156	Glyma.17G015400
KOG1441	Glyma.17G015500
KOG1322	Glyma.17G015600
KOG1493	Glyma.17G015800
KOG2015	Glyma.17G016000
KOG3974	Glyma.17G016200
KOG1339	Glyma.17G016500
KOG1339	Glyma.17G016600
KOG1718	Glyma.17G016700
KOG1603	Glyma.17G016800
KOG4172	Glyma.17G016900
KOG3140	Glyma.17G017100
KOG4840	Glyma.17G017300
KOG1384	Glyma.17G017400
KOG2118	Glyma.17G017700
KOG3043	Glyma.17G018000
KOG3043	Glyma.17G018100
KOG3043	Glyma.17G018200
KOG3043	Glyma.17G018500
KOG1754	Glyma.17G018600
KOG1552	Glyma.17G019100
KOG1192	Glyma.17G019400
KOG1192	Glyma.17G019500
KOG1192	Glyma.17G019600
KOG1947	Glyma.17G019800
KOG0937	Glyma.17G019900
KOG0788	Glyma.17G020300
KOG0698	Glyma.17G020400
KOG2991	Glyma.17G020500
KOG4172	Glyma.17G020500
KOG0838	Glyma.17G020700
KOG1591	Glyma.17G021200
KOG2938	Glyma.17G021400
KOG4207	Glyma.17G021700
KOG1603	Glyma.17G021900
KOG0439	Glyma.17G022400
KOG1965	Glyma.17G022500
KOG2502	Glyma.17G022700
KOG1940	Glyma.17G023400
KOG1752	Glyma.17G023900
KOG0379	Glyma.17G024000
KOG2562	Glyma.17G024200
KOG1677	Glyma.17G024400
KOG1019	Glyma.17G024600
KOG1764	Glyma.17G024700
KOG0143	Glyma.17G025000
KOG2167	Glyma.17G025200
KOG2166	Glyma.17G025200
KOG0266	Glyma.17G025400
KOG0752	Glyma.17G025600
KOG0859	Glyma.17G025800
KOG1021	Glyma.17G025900
KOG1603	Glyma.17G026000
KOG0700	Glyma.17G026100
KOG0778	Glyma.17G027100
KOG1683	Glyma.17G027600
KOG1683	Glyma.17G027700
KOG1347	Glyma.17G027900
KOG1535	Glyma.17G028100
KOG4178	Glyma.17G028200
KOG0698	Glyma.17G029200
KOG2088	Glyma.17G029400
KOG2050	Glyma.17G029600
KOG4547	Glyma.17G029800
KOG1603	Glyma.17G029900
KOG0048	Glyma.17G031600
KOG2880	Glyma.17G031700
KOG0077	Glyma.17G032000
KOG0077	Glyma.17G032100
KOG3504	Glyma.17G032200
KOG2175	Glyma.17G032400
KOG0428	Glyma.17G032800
KOG0192	Glyma.17G033700
KOG0580	Glyma.17G033700
KOG3450	Glyma.17G033800
KOG1680	Glyma.17G034100
KOG0419	Glyma.17G034300
KOG0417	Glyma.17G034300
KOG0700	Glyma.17G034500
KOG0027	Glyma.17G034900
KOG0144	Glyma.17G035500
KOG0631	Glyma.17G035800
KOG4455	Glyma.17G036700
KOG0626	Glyma.17G037100
KOG3334	Glyma.17G037200
KOG0143	Glyma.17G037300
KOG0698	Glyma.17G038000
KOG2287	Glyma.17G038100
KOG3587	Glyma.17G038100
KOG1901	Glyma.17G038400
KOG4280	Glyma.17G038700
KOG0520	Glyma.17G038800
KOG1987	Glyma.17G038900
KOG1187	Glyma.17G039800
KOG1187	Glyma.17G040000
KOG1441	Glyma.17G040300
KOG1666	Glyma.17G040400
KOG0787	Glyma.17G040500
KOG0583	Glyma.17G040700
KOG4744	Glyma.17G040800
KOG4393	Glyma.17G041000
KOG2469	Glyma.17G041100
KOG1000	Glyma.17G041700
KOG0406	Glyma.17G042000
KOG0001	Glyma.17G042100
KOG0005	Glyma.17G042200
KOG0001	Glyma.17G042200
KOG1018	Glyma.17G042400
KOG1237	Glyma.17G043000
KOG1339	Glyma.17G043200
KOG2632	Glyma.17G043300
KOG4267	Glyma.17G043500
KOG0172	Glyma.17G044300
KOG3087	Glyma.17G044400
KOG1434	Glyma.17G045000
KOG1843	Glyma.17G045300
KOG3252	Glyma.17G045500
KOG0242	Glyma.17G045600
KOG0853	Glyma.17G045800
KOG1838	Glyma.17G045900
KOG3309	Glyma.17G046300
KOG0855	Glyma.17G046500
KOG1399	Glyma.17G046600
KOG1641	Glyma.17G047200
KOG0148	Glyma.17G047600
KOG1187	Glyma.17G047900
KOG2969	Glyma.17G048000
KOG1187	Glyma.17G048900
KOG1543	Glyma.17G049000
KOG1947	Glyma.17G049600
KOG0134	Glyma.17G049900
KOG0134	Glyma.17G050000
KOG3122	Glyma.17G050400
KOG3230	Glyma.17G051000
KOG2369	Glyma.17G051300
KOG4391	Glyma.17G051500
KOG1632	Glyma.17G051600
KOG2895	Glyma.17G051800
KOG1251	Glyma.17G052000
KOG0265	Glyma.17G052100
KOG1407	Glyma.17G052100
KOG0645	Glyma.17G052100
KOG2186	Glyma.17G052200
KOG0581	Glyma.17G052400
KOG0698	Glyma.17G052500
KOG2944	Glyma.17G052700
KOG1187	Glyma.17G052800
KOG0649	Glyma.17G053100
KOG0380	Glyma.17G053300
KOG0627	Glyma.17G053700
KOG1507	Glyma.17G053800
KOG1433	Glyma.17G053900
KOG4667	Glyma.17G054200
KOG1990	Glyma.17G054400
KOG2476	Glyma.17G054700
KOG4452	Glyma.17G054900
KOG0685	Glyma.17G055000
KOG2688	Glyma.17G055500
KOG3342	Glyma.17G055700
KOG1187	Glyma.17G055900
KOG0484	Glyma.17G056300
KOG4753	Glyma.17G056600
KOG2678	Glyma.17G056700
KOG1187	Glyma.17G056900
KOG1441	Glyma.17G057400
KOG0617	Glyma.17G057600
KOG1051	Glyma.17G058400
KOG3903	Glyma.17G058700
KOG2190	Glyma.17G058900
KOG1018	Glyma.17G059300
KOG0251	Glyma.17G059500
KOG1091	Glyma.17G059700
KOG1153	Glyma.17G059800
KOG2210	Glyma.17G059900
KOG2210	Glyma.17G060000
KOG2210	Glyma.17G060100
KOG3028	Glyma.17G060700
KOG1541	Glyma.17G060900
KOG1594	Glyma.17G061300
KOG4693	Glyma.17G062000
KOG1187	Glyma.17G062300
KOG3263	Glyma.17G062400
