ko	Genes
K02864	Glyma.17G075900
K14491	Glyma.17G076000
K01183	Glyma.17G076100
K07964	Glyma.17G076500
K18211	Glyma.17G076600
K14798	Glyma.17G076700
K00012	Glyma.17G077000
K00901	Glyma.17G077100
K03695	Glyma.17G077500
K05280	Glyma.17G077700
K11407	Glyma.17G078000
K09506	Glyma.17G078100
K12741	Glyma.17G078400
K04505	Glyma.17G078500
K07466	Glyma.17G078700
K01126	Glyma.17G078900
K02518	Glyma.17G080200
K09264	Glyma.17G080900
K09264	Glyma.17G081200
K13648	Glyma.17G081400
K04773	Glyma.17G082700
K08856	Glyma.17G083100
K11129	Glyma.17G083200
K10536	Glyma.17G083400
K11129	Glyma.17G083500
K01890	Glyma.17G083700
K17987	Glyma.17G084700
K12823	Glyma.17G085300
K02900	Glyma.17G085400
K00276	Glyma.17G085500
K06067	Glyma.17G085700
K16903	Glyma.17G086500
K18726	Glyma.17G087200
K14559	Glyma.17G088200
K06195	Glyma.17G088400
K15283	Glyma.17G088500
K09422	Glyma.17G088600
K00913	Glyma.17G089000
K14555	Glyma.17G089100
K09680	Glyma.17G089200
K00099	Glyma.17G089600
K13343	Glyma.17G089700
K16284	Glyma.17G090200
K15382	Glyma.17G090800
K00128	Glyma.17G091000
K00797	Glyma.17G091100
K11699	Glyma.17G091500
K10576	Glyma.17G091700
K04392	Glyma.17G092100
K00797	Glyma.17G092400
K09377	Glyma.17G092600
K10084	Glyma.17G092900
K09391	Glyma.17G093600
K14492	Glyma.17G093900
K04688	Glyma.17G094700
K15436	Glyma.17G094800
K07565	Glyma.17G095400
K08900	Glyma.17G095500
K13412	Glyma.17G096000
K01535	Glyma.17G096100
K14638	Glyma.17G096200
K14638	Glyma.17G096300
K14638	Glyma.17G096800
K16276	Glyma.17G096900
K15040	Glyma.17G097100
K17602	Glyma.17G097500
K00294	Glyma.17G097800
K10573	Glyma.17G098000
K01785	Glyma.17G098400
K02997	Glyma.17G098600
K10436	Glyma.17G098700
K17279	Glyma.17G098800
K11290	Glyma.17G099200
K17964	Glyma.17G099400
K09422	Glyma.17G099800
K00026	Glyma.17G100600
K10960	Glyma.17G100700
K01783	Glyma.17G101700
K11600	Glyma.17G102000
K12127	Glyma.17G102200
K08238	Glyma.17G102400
K03263	Glyma.17G103100
K01183	Glyma.17G103500
K17824	Glyma.17G103600
K01535	Glyma.17G103700
K02209	Glyma.17G104000
K11592	Glyma.17G104100
K17086	Glyma.17G104400
K17569	Glyma.17G104500
K12852	Glyma.17G105700
K14803	Glyma.17G105800
K02949	Glyma.17G105900
K18932	Glyma.17G107500
K01409	Glyma.17G108000
K07964	Glyma.17G108200
K03715	Glyma.17G108700
K05756	Glyma.17G108800
K11366	Glyma.17G109100
K00696	Glyma.17G109700
K07297	Glyma.17G109800
K18789	Glyma.17G110000
K18789	Glyma.17G110100
K18789	Glyma.17G110200
K18789	Glyma.17G110300
K18789	Glyma.17G110500
K08515	Glyma.17G111000
K12607	Glyma.17G111200
K11138	Glyma.17G111300
K06617	Glyma.17G111400
K14484	Glyma.17G112300
K00737	Glyma.17G112400
K10632	Glyma.17G112600
K06184	Glyma.17G112700
K15014	Glyma.17G113500
K07198	Glyma.17G113700
K14515	Glyma.17G113900
K02919	Glyma.17G114100
K00771	Glyma.17G115100
K12845	Glyma.17G115400
K14852	Glyma.17G115500
K14684	Glyma.17G115600
K11594	Glyma.17G115700
K00326	Glyma.17G116400
K03426	Glyma.17G116600
K15133	Glyma.17G117600
K15639	Glyma.17G118100
K13137	Glyma.17G118600
K15397	Glyma.17G118700
K15356	Glyma.17G119300
K11593	Glyma.17G119400
K03453	Glyma.17G119900
K11584	Glyma.17G120300
K10781	Glyma.17G120400
K09533	Glyma.17G120500
K15429	Glyma.17G120833
K11407	Glyma.17G120900
K08735	Glyma.17G121400
K03128	Glyma.17G121600
K03136	Glyma.17G121700
K03680	Glyma.17G122100
K15227	Glyma.17G122300
K03768	Glyma.17G122500
K13179	Glyma.17G123300
K10401	Glyma.17G123400
K01530	Glyma.17G123800
K01517	Glyma.17G125000
K03517	Glyma.17G125100
K08287	Glyma.17G125500
K11294	Glyma.17G125700
K15360	Glyma.17G125900
K17890	Glyma.17G126200
K16292	Glyma.17G126300
K01728	Glyma.17G126500
K03037	Glyma.17G127100
K08869	Glyma.17G127200
K00940	Glyma.17G127400
K01638	Glyma.17G128000
K01638	Glyma.17G128100
K08818	Glyma.17G128200
K00939	Glyma.17G128300
K14564	Glyma.17G128400
K01940	Glyma.17G128600
K13448	Glyma.17G128900
K00876	Glyma.17G129000
K11650	Glyma.17G129500
K07195	Glyma.17G129700
K02113	Glyma.17G130100
K12164	Glyma.17G130200
K10755	Glyma.17G130800
K05293	Glyma.17G131000
K01476	Glyma.17G131300
K13519	Glyma.17G131500
K03327	Glyma.17G131700
K00108	Glyma.17G132100
K01641	Glyma.17G132300
K12451	Glyma.17G132500
K03364	Glyma.17G133000
K09560	Glyma.17G133600
K09422	Glyma.17G133800
K08679	Glyma.17G134300
K02953	Glyma.17G134800
K13448	Glyma.17G134900
K15033	Glyma.17G135200
K15292	Glyma.17G135500
K14423	Glyma.17G135800
K01358	Glyma.17G136100
K03327	Glyma.17G136500
K02355	Glyma.17G137600
K01369	Glyma.17G137800
K01193	Glyma.17G138500
K00616	Glyma.17G138600
K01087	Glyma.17G138700
K00759	Glyma.17G138800
K14638	Glyma.17G139400
K00016	Glyma.17G140600
K08341	Glyma.17G140700
K11438	Glyma.17G141300
K12863	Glyma.17G141500
K13337	Glyma.17G141800
K01893	Glyma.17G142000
K02983	Glyma.17G142060
K01433	Glyma.17G142800
K02877	Glyma.17G143200
K10624	Glyma.17G143300
K09422	Glyma.17G143600
K09338	Glyma.17G144700
K09286	Glyma.17G145300
K09286	Glyma.17G145400
K05609	Glyma.17G145500
K05607	Glyma.17G145600
K16586	Glyma.17G145700
K07874	Glyma.17G146100
K13783	Glyma.17G146300
K01358	Glyma.17G147700
K00261	Glyma.17G148000
K14977	Glyma.17G148400
K14498	Glyma.17G148800
K06268	Glyma.17G149000
K03115	Glyma.17G149300
K03115	Glyma.17G149500
K02921	Glyma.17G149600
K08494	Glyma.17G149800
K01177	Glyma.17G150100
K14648	Glyma.17G150200
K06210	Glyma.17G150300
K19042	Glyma.17G150900
K01338	Glyma.17G151100
K07893	Glyma.17G151600
K01528	Glyma.17G151800
K00948	Glyma.17G153200
K14638	Glyma.17G153300
K14500	Glyma.17G153400
K02639	Glyma.17G154900
K11826	Glyma.17G155100
K00844	Glyma.17G156200
K07374	Glyma.17G156900
K02266	Glyma.17G157000
K13947	Glyma.17G157300
K08235	Glyma.17G157400
K09338	Glyma.17G157600
K01285	Glyma.17G157700
K09422	Glyma.17G158000
K01762	Glyma.17G158100
K09285	Glyma.17G158300
K16281	Glyma.17G159400
K18810	Glyma.17G160000
K14682	Glyma.17G160300
K03937	Glyma.17G160400
K09422	Glyma.17G160500
K00860	Glyma.17G161100
K01537	Glyma.17G161300
K03097	Glyma.17G161800
K01455	Glyma.17G161900
K09422	Glyma.17G162100
K00430	Glyma.17G163200
K03097	Glyma.17G163700
K00472	Glyma.17G163900
K17424	Glyma.17G164900
K12347	Glyma.17G165200
K14487	Glyma.17G165300
K14487	Glyma.17G165500
K04508	Glyma.17G165900
K14066	Glyma.17G166000
K02976	Glyma.17G166400
K13692	Glyma.17G166500
K11339	Glyma.17G166700
K14505	Glyma.17G167700
K10268	Glyma.17G167800
K14570	Glyma.17G167900
K05542	Glyma.17G169000
K10395	Glyma.17G169400
K10577	Glyma.17G169700
K09286	Glyma.17G169800
K09284	Glyma.17G170300
K13717	Glyma.17G170400
K00588	Glyma.17G171100
K09838	Glyma.17G174500
K09419	Glyma.17G174900
K13448	Glyma.17G175400
K11253	Glyma.17G176600
K05864	Glyma.17G177600
K00430	Glyma.17G177800
K14498	Glyma.17G178800
K03002	Glyma.17G183400
K15397	Glyma.17G183700
K00549	Glyma.17G184900
K02946	Glyma.17G185500
K03882	Glyma.17G186100
K02709	Glyma.17G186400
K14833	Glyma.17G186500
K03231	Glyma.17G186600
K01873	Glyma.17G186800
K10712	Glyma.17G187300
K12591	Glyma.17G187400
K05349	Glyma.17G188200
K08869	Glyma.17G188300
K03036	Glyma.17G188600
K14488	Glyma.17G189200
K14638	Glyma.17G189300
K14816	Glyma.17G189600
K11816	Glyma.17G189700
K11090	Glyma.17G190500
K18482	Glyma.17G190800
K07466	Glyma.17G191250
K03093	Glyma.17G192200
K14304	Glyma.17G193800
K09286	Glyma.17G194100
K12446	Glyma.17G194400
K14638	Glyma.17G194600
K12896	Glyma.17G196800
K12450	Glyma.17G196900
K07195	Glyma.17G197600
K00430	Glyma.17G198700
K01535	Glyma.17G199200
K10669	Glyma.17G199600
K14816	Glyma.17G200200
K15902	Glyma.17G200500
K13172	Glyma.17G200600
K11858	Glyma.17G201000
K03000	Glyma.17G201200
K00783	Glyma.17G201400
K10739	Glyma.17G202200
K10144	Glyma.17G202700
K11254	Glyma.17G203400
K11584	Glyma.17G204800
K06627	Glyma.17G204900
K04124	Glyma.17G205300
K01886	Glyma.17G205500
K11816	Glyma.17G205800
K16302	Glyma.17G205900
K02913	Glyma.17G206500
K03661	Glyma.17G206600
K02895	Glyma.17G206800
K11251	Glyma.17G207100
K00417	Glyma.17G208000
K11498	Glyma.17G208400
K13422	Glyma.17G209000
K03062	Glyma.17G209300
K01213	Glyma.17G209800
K05894	Glyma.17G209900
K14515	Glyma.17G211000
K15281	Glyma.17G211500
K00759	Glyma.17G212100
K15289	Glyma.17G212400
K00811	Glyma.17G216000
K15414	Glyma.17G216700
K12194	Glyma.17G216900
K01183	Glyma.17G217000
K14491	Glyma.17G217100
K11643	Glyma.17G217300
K00131	Glyma.17G218200
K11366	Glyma.17G218300
K07374	Glyma.17G218600
K14497	Glyma.17G218700
K12737	Glyma.17G218800
K14686	Glyma.17G219400
K16274	Glyma.17G220500
K11855	Glyma.17G220700
K17506	Glyma.17G221100
K00430	Glyma.17G221400
K03715	Glyma.17G221900
K15289	Glyma.17G222000
K03130	Glyma.17G222200
K14962	Glyma.17G222400
K01850	Glyma.17G222700
K05605	Glyma.17G222800
K17086	Glyma.17G223200
K01876	Glyma.17G223600
K17499	Glyma.17G223800
K00432	Glyma.17G223900
K13993	Glyma.17G224900
K15121	Glyma.17G225100
K18787	Glyma.17G225500
K13346	Glyma.17G225600
K04640	Glyma.17G226700
K06966	Glyma.17G227200
K09419	Glyma.17G227600
K03676	Glyma.17G227700
K01193	Glyma.17G227800
K01193	Glyma.17G227900
K08955	Glyma.17G228100
K13076	Glyma.17G228400
K14709	Glyma.17G228600
K00281	Glyma.17G228800
K04424	Glyma.17G229100
K06268	Glyma.17G229500
K11418	Glyma.17G229600
K14496	Glyma.17G229900
K13210	Glyma.17G230300
K01369	Glyma.17G230700
K00162	Glyma.17G231400
K12125	Glyma.17G231600
K18740	Glyma.17G231700
K12471	Glyma.17G231800
K09422	Glyma.17G231900
K09338	Glyma.17G232210
K09422	Glyma.17G232220
K09422	Glyma.17G232225
K00511	Glyma.17G232255
K09285	Glyma.17G232290
K14411	Glyma.17G232500
K12821	Glyma.17G233000
K11498	Glyma.17G233200
K09571	Glyma.17G233800
K14548	Glyma.17G233900
K07195	Glyma.17G234500
K09377	Glyma.17G234700
K18667	Glyma.17G235900
K03129	Glyma.17G236600
K06627	Glyma.17G237200
K14495	Glyma.17G237800
K09422	Glyma.17G237900
K14829	Glyma.17G238100
K13051	Glyma.17G238200
K14505	Glyma.17G238400
K10273	Glyma.17G238700
K09660	Glyma.17G238800
K10395	Glyma.17G239500
K00654	Glyma.17G239700
K18213	Glyma.17G240000
K09286	Glyma.17G240100
K13126	Glyma.17G240400
K14404	Glyma.17G240500
K19042	Glyma.17G241100
K09419	Glyma.17G241300
K13174	Glyma.17G241800
K08790	Glyma.17G242000
K01176	Glyma.17G242400
K15728	Glyma.17G242900
K03030	Glyma.17G243800
K16297	Glyma.17G244900
K04421	Glyma.17G245300
K14611	Glyma.17G245700
K01723	Glyma.17G246500
K02996	Glyma.17G247300
K03327	Glyma.17G247400
K13513	Glyma.17G248200
K01404	Glyma.17G248400
K14503	Glyma.17G248900
K15449	Glyma.17G250400
K06287	Glyma.17G250900
K15397	Glyma.17G251000
K08145	Glyma.17G251100
K02725	Glyma.17G252100
K13082	Glyma.17G252200
K19355	Glyma.17G252400
K00975	Glyma.17G252500
K02909	Glyma.17G252600
K08241	Glyma.17G252700
K03064	Glyma.17G253600
K00430	Glyma.17G253800
K03665	Glyma.17G253900
K03671	Glyma.17G254200
K10669	Glyma.17G254400
K10669	Glyma.17G254800
K01373	Glyma.17G254900
K11253	Glyma.17G255602
K01703	Glyma.17G256102
K12818	Glyma.17G256200
K14486	Glyma.17G256500
K14488	Glyma.17G256700
K12619	Glyma.17G257100
K06966	Glyma.17G257200
K03256	Glyma.17G257600
K00844	Glyma.17G257800
K11827	Glyma.17G257900
K07375	Glyma.17G258300
K09487	Glyma.17G258700
K05658	Glyma.17G259100
K18468	Glyma.17G259200
K18757	Glyma.17G260000
K00083	Glyma.17G260100
K03033	Glyma.17G260500
K14525	Glyma.17G260600
K19037	Glyma.17G260700
K13412	Glyma.17G261000
K03781	Glyma.17G261700
K04733	Glyma.17G261800
K14759	Glyma.17G262200
K07760	Glyma.17G262300
K14172	Glyma.17G262400
K15164	Glyma.18G000100
K11982	Glyma.18G000200
K11844	Glyma.18G000500
K02291	Glyma.18G000600
K11594	Glyma.18G000800
K13095	Glyma.18G001100
K14006	Glyma.18G001400
K08679	Glyma.18G002200
K10866	Glyma.18G002400
K17285	Glyma.18G002800
K08235	Glyma.18G003200
K14006	Glyma.18G003500
K10400	Glyma.18G003800
K02293	Glyma.18G003900
K12818	Glyma.18G004000
K12462	Glyma.18G004300
K15744	Glyma.18G004400
K15015	Glyma.18G004500
K10765	Glyma.18G006200
K17616	Glyma.18G006900
K16732	Glyma.18G007200
K02880	Glyma.18G007500
K12946	Glyma.18G007600
K06949	Glyma.18G007700
K14308	Glyma.18G008100
K09775	Glyma.18G008900
K00059	Glyma.18G009200
K02321	Glyma.18G009300
K00134	Glyma.18G009700
K02537	Glyma.18G009900
K01392	Glyma.18G010200
K02867	Glyma.18G010300
K11584	Glyma.18G010400
K13993	Glyma.18G010500
K10251	Glyma.18G011500
K10251	Glyma.18G011600
K03217	Glyma.18G011900
K01728	Glyma.18G012200
K09497	Glyma.18G012400
K05658	Glyma.18G012700
K16280	Glyma.18G013100
K13150	Glyma.18G013300
K16285	Glyma.18G013800
K00737	Glyma.18G014100
K12818	Glyma.18G014800
K09338	Glyma.18G014900
K11253	Glyma.18G015200
K11253	Glyma.18G015300
K07904	Glyma.18G015700
K14772	Glyma.18G016000
K03686	Glyma.18G016200
K11842	Glyma.18G016800
K07893	Glyma.18G017000
K02892	Glyma.18G017100
K01953	Glyma.18G017200
K01087	Glyma.18G018100
K09286	Glyma.18G018200
K14514	Glyma.18G018400
K01858	Glyma.18G018600
K17469	Glyma.18G018900
K17469	Glyma.18G019000
K12875	Glyma.18G019700
K14563	Glyma.18G020000
K16282	Glyma.18G020400
K14431	Glyma.18G020900
K18592	Glyma.18G021100
K01599	Glyma.18G021500
K14638	Glyma.18G021700
K15296	Glyma.18G022500
K15227	Glyma.18G023100
K05909	Glyma.18G023600
K10875	Glyma.18G023900
K14809	Glyma.18G024200
K01227	Glyma.18G024300
K00522	Glyma.18G024600
K03103	Glyma.18G024700
K03237	Glyma.18G024800
K17479	Glyma.18G025000
K07277	Glyma.18G025400
K04646	Glyma.18G026000
K02865	Glyma.18G026100
K01817	Glyma.18G026400
K15683	Glyma.18G027000
K05857	Glyma.18G027100
K05857	Glyma.18G027200
K05857	Glyma.18G027300
K01802	Glyma.18G027400
K10734	Glyma.18G027600
K08869	Glyma.18G028000
K09588	Glyma.18G028300
K08915	Glyma.18G028400
K00685	Glyma.18G028600
K01657	Glyma.18G028900
K13946	Glyma.18G029000
K09872	Glyma.18G029400
K03249	Glyma.18G029500
K03038	Glyma.18G029800
K13354	Glyma.18G030100
K13463	Glyma.18G030200
K01100	Glyma.18G030400
K09377	Glyma.18G030900
K14638	Glyma.18G033700
K14638	Glyma.18G033800
K14638	Glyma.18G033900
K14638	Glyma.18G034000
K01930	Glyma.18G034200
K12657	Glyma.18G034300
K00966	Glyma.18G034400
K10523	Glyma.18G034700
K14497	Glyma.18G035000
K08081	Glyma.18G035100
K18443	Glyma.18G035700
K18443	Glyma.18G035800
K01952	Glyma.18G036300
K03349	Glyma.18G036900
K16283	Glyma.18G037200
K01802	Glyma.18G037300
K11672	Glyma.18G037700
K03364	Glyma.18G037800
K04733	Glyma.18G038500
K08332	Glyma.18G039100
K13448	Glyma.18G039500
K14494	Glyma.18G040000
K12881	Glyma.18G040400
K09422	Glyma.18G040700
K07766	Glyma.18G040900
K06678	Glyma.18G041000
K01915	Glyma.18G041100
K03934	Glyma.18G041700
K12948	Glyma.18G041800
K07562	Glyma.18G042700
K02258	Glyma.18G043100
K07179	Glyma.18G043300
K01580	Glyma.18G043600
K00799	Glyma.18G043700
K00963	Glyma.18G044400
K07889	Glyma.18G045000
K17839	Glyma.18G045100
K18172	Glyma.18G045400
K10706	Glyma.18G045600
K12864	Glyma.18G045800
K18881	Glyma.18G045900
K18881	Glyma.18G046000
K01520	Glyma.18G048400
K03654	Glyma.18G048900
K01522	Glyma.18G049000
K01522	Glyma.18G049100
K02879	Glyma.18G049200
K11723	Glyma.18G050000
K14945	Glyma.18G050300
K02866	Glyma.18G050600
K03063	Glyma.18G050900
K06689	Glyma.18G051400
K12823	Glyma.18G051700
K07437	Glyma.18G052400
K01411	Glyma.18G053700
K08867	Glyma.18G054100
K03134	Glyma.18G054400
K00430	Glyma.18G055300
K00430	Glyma.18G055400
K00430	Glyma.18G055500
K00430	Glyma.18G055600
K08851	Glyma.18G056100
K17408	Glyma.18G056300
K13424	Glyma.18G056600
K17973	Glyma.18G057100
K05909	Glyma.18G057200
K11663	Glyma.18G057300
K00645	Glyma.18G057700
K13098	Glyma.18G058200
K18270	Glyma.18G058700
K03178	Glyma.18G058900
K17479	Glyma.18G059200
K15015	Glyma.18G059300
K15892	Glyma.18G059900
K11363	Glyma.18G060000
K14709	Glyma.18G060300
K01103	Glyma.18G060600
K17506	Glyma.18G061000
K01953	Glyma.18G061100
K12834	Glyma.18G061500
K17871	Glyma.18G061700
K10257	Glyma.18G062000
K01802	Glyma.18G062900
K07300	Glyma.18G063200
K01114	Glyma.18G064000
K01114	Glyma.18G064200
K11254	Glyma.18G064300
K11254	Glyma.18G064401
K14638	Glyma.18G064900
K05909	Glyma.18G065100
K03798	Glyma.18G065600
K03147	Glyma.18G065700
K08193	Glyma.18G066000
K15356	Glyma.18G066200
K09422	Glyma.18G066400
K02213	Glyma.18G066900
K00688	Glyma.18G067200
K12599	Glyma.18G067400
K15103	Glyma.18G067700
K04802	Glyma.18G067800
K12349	Glyma.18G068800
K11338	Glyma.18G070300
K12898	Glyma.18G070600
K08064	Glyma.18G071000
K12275	Glyma.18G071100
K12880	Glyma.18G071300
K06699	Glyma.18G071500
K09422	Glyma.18G071600
K07300	Glyma.18G072200
K12616	Glyma.18G072400
K11885	Glyma.18G072500
K11884	Glyma.18G072600
K11884	Glyma.18G072700
K10523	Glyma.18G072800
K19307	Glyma.18G073100
K00876	Glyma.18G073400
K10406	Glyma.18G073500
K04079	Glyma.18G074100
K06268	Glyma.18G074200
K14835	Glyma.18G075000
K03027	Glyma.18G075300
K01148	Glyma.18G076100
K11416	Glyma.18G076300
K01904	Glyma.18G076900
K14398	Glyma.18G077300
K14398	Glyma.18G077400
K08065	Glyma.18G077500
K17046	Glyma.18G077600
K17046	Glyma.18G077700
K13457	Glyma.18G078000
K02965	Glyma.18G078500
K14709	Glyma.18G078600
K02884	Glyma.18G078700
K02946	Glyma.18G079900
K00640	Glyma.18G080000
K13267	Glyma.18G080400
K08867	Glyma.18G081500
K14411	Glyma.18G081700
K10400	Glyma.18G082000
K13457	Glyma.18G082100
K13457	Glyma.18G082200
K13457	Glyma.18G082300
K13457	Glyma.18G082400
K13457	Glyma.18G083200
K13457	Glyma.18G083900
K13457	Glyma.18G084400
K02995	Glyma.18G084800
K03714	Glyma.18G085100
K03714	Glyma.18G085200
K13457	Glyma.18G086200
K13457	Glyma.18G086600
K17790	Glyma.18G087600
K13457	Glyma.18G087800
K13457	Glyma.18G088300
K13457	Glyma.18G088950
K17790	Glyma.18G089100
K02153	Glyma.18G089300
K03531	Glyma.18G089400
K03131	Glyma.18G089500
K08503	Glyma.18G089600
K05399	Glyma.18G089700
K18848	Glyma.18G089800
K03687	Glyma.18G090400
K12483	Glyma.18G090600
K14004	Glyma.18G090700
K09458	Glyma.18G091100
K09286	Glyma.18G091600
K14004	Glyma.18G092300
K06997	Glyma.18G092500
K00700	Glyma.18G092600
K12606	Glyma.18G092700
K14190	Glyma.18G092900
K01663	Glyma.18G093200
K13457	Glyma.18G093400
K13457	Glyma.18G093500
K13457	Glyma.18G093600
K13457	Glyma.18G093800
K18270	Glyma.18G094400
K13993	Glyma.18G094600
K11723	Glyma.18G095200
K11723	Glyma.18G095400
K09422	Glyma.18G095600
K18160	Glyma.18G095900
K08498	Glyma.18G096200
K16587	Glyma.18G096300
K03113	Glyma.18G096400
K13412	Glyma.18G096500
K07304	Glyma.18G097000
K09489	Glyma.18G098800
K10704	Glyma.18G099500
K12188	Glyma.18G099600
K03801	Glyma.18G099900
K13448	Glyma.18G100800
K13448	Glyma.18G101100
K13181	Glyma.18G101600
K18810	Glyma.18G102000
K07976	Glyma.18G102400
K15280	Glyma.18G102500
K15283	Glyma.18G102700
K01696	Glyma.18G102800
K13108	Glyma.18G102900
K13065	Glyma.18G103400
K13065	Glyma.18G103500
K05757	Glyma.18G103800
K13065	Glyma.18G104000
K13065	Glyma.18G104100
K01647	Glyma.18G104400
K04460	Glyma.18G104600
K17279	Glyma.18G105400
K02874	Glyma.18G105500
K09264	Glyma.18G105800
K13648	Glyma.18G105900
K12450	Glyma.18G106300
K08235	Glyma.18G106500
K04371	Glyma.18G106800
K13508	Glyma.18G107100
K15032	Glyma.18G107500
K11000	Glyma.18G107900
K00696	Glyma.18G108100
K01663	Glyma.18G108300
K05605	Glyma.18G109900
K02882	Glyma.18G110000
K00799	Glyma.18G111200
K02291	Glyma.18G111900
K15032	Glyma.18G112100
K15032	Glyma.18G112300
K15032	Glyma.18G112400
K15032	Glyma.18G112700
K15032	Glyma.18G112900
K13065	Glyma.18G113100
K08496	Glyma.18G114700
K02717	Glyma.18G114900
K17255	Glyma.18G115100
K16189	Glyma.18G115700
K17839	Glyma.18G116300
K00830	Glyma.18G116900
K13100	Glyma.18G117500
K13525	Glyma.18G117900
K00511	Glyma.18G118100
K09338	Glyma.18G118500
K02915	Glyma.18G119100
K07052	Glyma.18G119400
K01183	Glyma.18G120200
K03869	Glyma.18G120300
K13076	Glyma.18G120400
K01183	Glyma.18G120700
K17279	Glyma.18G121600
K15378	Glyma.18G123400
K09338	Glyma.18G123500
K09422	Glyma.18G123600
K04733	Glyma.18G123800
K10573	Glyma.18G124600
K15040	Glyma.18G125500
K15151	Glyma.18G125700
K09338	Glyma.18G126800
K14638	Glyma.18G127100
K03671	Glyma.18G127400
K09510	Glyma.18G127500
K00799	Glyma.18G128400
K14802	Glyma.18G129200
K04382	Glyma.18G129700
K11644	Glyma.18G130400
K00161	Glyma.18G130500
K14492	Glyma.18G130900
K14664	Glyma.18G132000
K12832	Glyma.18G132700
K18810	Glyma.18G133100
K03248	Glyma.18G133400
K14611	Glyma.18G133500
K04733	Glyma.18G134100
K00851	Glyma.18G134600
K15135	Glyma.18G135700
K16055	Glyma.18G136200
K03549	Glyma.18G136500
K12896	Glyma.18G136900
K00797	Glyma.18G137100
K00128	Glyma.18G137300
K08235	Glyma.18G137500
K16287	Glyma.18G137700
K18980	Glyma.18G138300
K01673	Glyma.18G138400
K02732	Glyma.18G138900
K09680	Glyma.18G139100
K07977	Glyma.18G139400
K07937	Glyma.18G139400
K01661	Glyma.18G139700
K01304	Glyma.18G140300
K02575	Glyma.18G141900
K08244	Glyma.18G142500
K09498	Glyma.18G142700
K12393	Glyma.18G143100
K00276	Glyma.18G143600
K03327	Glyma.18G143700
K14640	Glyma.18G144100
K00850	Glyma.18G145500
K18810	Glyma.18G145600
K01784	Glyma.18G145700
K10703	Glyma.18G146900
K14800	Glyma.18G147100
K14611	Glyma.18G147700
K09285	Glyma.18G148000
K01662	Glyma.18G148700
K05841	Glyma.18G149700
K15688	Glyma.18G149800
K00600	Glyma.18G150000
K18195	Glyma.18G150600
K02991	Glyma.18G151800
K05658	Glyma.18G154200
K05575	Glyma.18G155300
K05576	Glyma.18G155400
K05580	Glyma.18G155500
K05572	Glyma.18G155550
K05579	Glyma.18G155701
K18655	Glyma.18G155900
K00208	Glyma.18G156100
K03109	Glyma.18G156300
K17732	Glyma.18G156500
K16302	Glyma.18G157250
K02995	Glyma.18G157300
K02324	Glyma.18G157402
K09571	Glyma.18G158100
K01495	Glyma.18G158900
K15161	Glyma.18G159000
K13648	Glyma.18G159500
K14819	Glyma.18G160500
K10949	Glyma.18G164800
K12160	Glyma.18G165200
K08235	Glyma.18G165700
K05291	Glyma.18G166600
K14009	Glyma.18G166700
K13456	Glyma.18G166800
K06628	Glyma.18G167000
K10782	Glyma.18G167300
K04733	Glyma.18G171700
K08511	Glyma.18G172100
K08511	Glyma.18G172300
K01918	Glyma.18G172500
K01728	Glyma.18G175300
K00083	Glyma.18G177000
K05909	Glyma.18G177200
K05909	Glyma.18G177300
K05909	Glyma.18G177400
K03850	Glyma.18G179500
K03019	Glyma.18G179600
K01102	Glyma.18G180400
K10403	Glyma.18G180900
K09422	Glyma.18G181100
K09422	Glyma.18G181300
K04733	Glyma.18G181500
K05909	Glyma.18G183500
K05909	Glyma.18G183700
K12819	Glyma.18G183900
K14486	Glyma.18G184500
K08081	Glyma.18G186400
K08081	Glyma.18G186800
K03064	Glyma.18G186867
K08081	Glyma.18G187000
K02898	Glyma.18G187700
K15414	Glyma.18G187800
K12657	Glyma.18G188000
K14638	Glyma.18G188900
K14638	Glyma.18G189600
K00799	Glyma.18G190200
K00799	Glyma.18G190300
K00799	Glyma.18G190500
K13457	Glyma.18G190900
K09422	Glyma.18G191200
K13993	Glyma.18G192000
K02911	Glyma.18G193100
K05909	Glyma.18G193200
K05909	Glyma.18G193400
K03841	Glyma.18G193600
K15103	Glyma.18G195400
K15685	Glyma.18G195500
K01962	Glyma.18G195700
K01962	Glyma.18G195900
K01962	Glyma.18G196000
K13917	Glyma.18G196200
K05909	Glyma.18G197400
K06119	Glyma.18G197600
K13508	Glyma.18G197800
K09872	Glyma.18G198300
K13946	Glyma.18G198400
K18998	Glyma.18G199400
K09648	Glyma.18G200000
K00001	Glyma.18G200300
K07300	Glyma.18G200500
K14617	Glyma.18G200800
K09510	Glyma.18G201600
K13412	Glyma.18G202100
K10257	Glyma.18G202600
K08518	Glyma.18G202700
K00232	Glyma.18G202800
K04040	Glyma.18G203400
K01568	Glyma.18G204200
K03320	Glyma.18G204800
K08059	Glyma.18G205300
K00522	Glyma.18G205800
K13211	Glyma.18G205900
K14496	Glyma.18G206000
K02728	Glyma.18G206200
K02961	Glyma.18G206300
K07253	Glyma.18G207300
K13424	Glyma.18G208800
K02377	Glyma.18G208900
K07204	Glyma.18G210300
K00827	Glyma.18G210500
K00430	Glyma.18G211000
K00430	Glyma.18G211100
K00648	Glyma.18G211400
K01784	Glyma.18G211600
K01784	Glyma.18G211700
K12382	Glyma.18G211900
K12382	Glyma.18G212100
K07198	Glyma.18G212200
K03120	Glyma.18G212300
K06901	Glyma.18G212500
